Id,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour
23596,245,2,1,3,0,0,0,0,190,14875,41,23,1361
23597,151,41,1,0,15,2,0,0,222,14038,40,15,1177
23598,272,41,0,5,0,112,0,0,208,2664,43,21,1425
23599,221,41,0,5,15,24,0,0,181,10798,44,19,81
23600,403,48,0,0,36,32,0,0,251,16902,46,14,232
23601,273,98,0,0,15,2,0,1,222,3326,44,21,506
23602,392,41,0,0,78,10,0,0,21,17073,43,20,779
23603,485,41,0,0,14,44,0,0,71,15565,46,21,1411
23604,392,41,0,0,6,22,1,0,264,489,45,20,1323
23605,297,122,0,0,38,199,0,0,227,6077,45,25,545
23606,245,2,16,0,0,0,1,0,237,8472,40,19,594
23607,383,41,0,0,36,98,1,0,205,564,42,21,1291
23608,477,41,0,0,15,113,0,0,27,9718,41,22,374
23609,405,89,0,2,0,0,0,0,195,10088,44,21,120
23610,345,78,0,0,0,216,1,0,181,1629,40,14,138
23611,221,41,0,5,15,24,0,0,195,10748,43,14,1048
23612,487,41,0,5,4,224,0,1,221,12350,44,15,331
23613,339,147,0,0,6,271,1,0,209,9153,40,14,684
23614,405,89,0,2,0,0,0,0,165,10088,44,21,201
23615,156,114,0,0,9,72,1,0,203,2589,45,22,392
23616,32,94,0,0,28,174,0,0,56,1408,44,17,4
23617,245,2,0,0,0,240,1,0,217,12851,44,17,328
23618,487,41,0,0,9,223,1,0,242,15789,42,23,1310
23619,261,9,0,0,47,4,0,0,218,13816,43,20,962
23620,493,41,0,5,38,46,0,0,195,5821,42,14,243
23621,94,41,0,2,0,112,1,0,226,3127,46,17,136
23622,304,41,0,0,49,208,0,0,153,10320,46,23,863
23623,289,109,0,0,20,50,1,0,216,591,44,22,1071
23624,254,41,0,5,4,37,0,0,239,16564,40,19,1338
23625,245,2,0,0,0,1,1,1,70,14332,45,15,473
23626,217,41,0,0,15,262,0,0,182,12213,40,25,1263
23627,9,41,0,0,1,46,1,0,217,8077,46,19,585
23628,392,41,0,0,78,8,1,1,234,18154,40,21,1055
23629,297,122,0,0,49,217,0,0,211,8870,45,14,1308
23630,173,139,0,2,2,233,1,0,227,8965,46,25,327
23631,245,2,0,0,1,216,1,1,212,17161,40,24,1001
23632,392,41,0,0,27,113,1,0,60,1024,40,14,514
23633,221,41,0,6,0,112,0,0,252,14430,41,14,1206
23634,283,41,0,0,27,211,0,0,208,5633,42,17,1215
23635,163,51,0,0,0,90,0,0,190,11841,45,17,189
23636,485,41,0,0,16,41,0,0,30,15718,41,20,1410
23637,297,122,0,0,60,199,0,0,186,6968,46,16,788
23638,245,2,0,0,0,113,1,0,182,2921,43,18,794
23639,399,94,0,0,8,215,0,0,220,16507,44,14,258
23640,80,67,0,5,1,251,1,0,92,11602,46,18,1428
23641,221,41,0,5,16,267,0,0,196,5575,45,22,1128
23642,273,98,0,0,38,13,1,0,220,6092,41,17,699
23643,50,41,0,5,60,24,0,0,203,16683,24,3,0
23644,327,120,0,5,1,194,1,0,199,1973,46,20,808
23645,327,120,0,6,0,0,1,0,189,17497,18,2,30
23646,163,51,0,0,1,251,0,0,18,7626,42,17,1288
23647,241,130,0,6,0,35,1,1,8,2467,46,17,531
23648,297,122,0,0,27,195,0,0,181,5056,43,25,298
23649,254,41,0,5,13,78,0,1,216,16161,45,23,263
23650,441,41,0,0,1,251,0,0,216,1342,46,19,406
23651,32,94,0,0,21,139,0,0,210,2225,45,24,6
23652,339,147,0,0,13,264,0,0,189,9950,42,16,114
23653,485,41,0,0,31,122,0,0,211,18366,45,23,1430
23654,32,94,0,2,0,0,0,0,177,10088,46,24,1027
23655,231,41,0,0,1,24,0,0,182,8590,45,15,1064
23656,100,41,0,0,70,199,0,0,189,8761,42,18,1158
23657,213,41,0,6,0,194,0,0,181,13612,46,25,1344
23658,116,130,0,0,38,211,0,0,181,7136,41,25,302
23659,32,94,0,2,0,0,0,0,170,10088,40,25,772
23660,245,2,1,0,0,240,1,1,45,3197,42,17,617
23661,245,2,0,0,0,216,0,0,240,3188,44,20,274
23662,245,2,0,0,0,216,1,0,122,4857,41,15,1135
23663,295,73,0,0,34,111,1,0,224,18401,45,23,836
23664,485,41,0,0,37,137,0,1,163,17844,43,16,1390
23665,477,41,0,0,21,229,1,0,13,16866,46,25,993
23666,245,2,16,0,0,1,0,0,190,17309,45,17,321
23667,392,41,0,0,11,21,0,1,228,297,43,23,723
23668,283,41,0,0,27,158,0,0,173,4229,42,18,651
23669,245,2,16,2,0,0,0,0,216,10626,40,23,221
23670,204,41,0,5,15,13,1,0,212,17984,44,24,1238
23671,273,41,0,0,6,12,1,1,243,1262,44,24,985
23672,245,2,14,2,0,0,0,0,177,14647,46,22,553
23673,477,41,0,0,16,257,1,1,17,1921,40,23,861
23674,245,2,0,0,0,112,1,1,207,16141,44,24,204
23675,327,120,0,6,0,0,0,0,222,12468,32,4,30
23676,245,2,1,0,0,194,1,0,203,11728,41,25,599
23677,32,94,0,0,82,25,0,0,251,13768,40,22,107
23678,485,41,0,0,78,279,0,0,26,12876,46,25,1429
23679,245,2,1,0,0,101,0,0,200,10758,45,14,40
23680,221,41,0,0,27,262,0,0,215,6954,40,14,248
23681,191,41,0,2,0,228,0,0,254,7671,42,18,149
23682,399,94,0,0,70,177,0,0,219,14959,41,19,1381
23683,247,41,0,0,18,7,0,0,201,15175,42,23,888
23684,100,41,0,0,70,205,0,0,234,8928,45,22,278
23685,221,41,0,5,78,211,0,0,190,1032,44,19,105
23686,221,41,0,5,2,222,0,0,195,2066,45,22,46
23687,247,41,0,0,18,20,0,0,201,16500,42,21,752
23688,245,2,1,0,0,194,1,0,111,13186,46,17,271
23689,432,41,0,0,27,124,0,0,250,3562,41,15,686
23690,283,41,0,0,2,238,0,0,203,10384,41,17,1327
23691,245,2,0,2,0,1,0,0,11,3881,41,19,268
23692,245,2,17,0,0,0,1,0,205,418,40,17,504
23693,192,41,0,5,25,250,0,0,145,11692,42,15,1020
23694,493,41,0,0,38,101,0,0,196,7046,45,23,1202
23695,493,41,0,5,38,68,0,0,190,5974,42,23,804
23696,289,109,0,0,19,34,1,1,224,17318,44,14,1373
23697,327,120,0,5,0,1,1,0,186,11106,43,20,352
23698,245,2,0,0,0,216,0,0,240,3188,44,20,274
23699,327,120,0,0,15,205,0,0,227,1439,45,19,107
23700,283,41,0,0,12,250,0,1,28,15946,46,23,461
23701,245,2,0,0,0,251,0,1,181,15227,40,24,1377
23702,32,94,0,0,29,133,0,0,211,17688,41,21,1419
23703,346,41,0,0,78,246,0,0,237,10920,45,19,252
23704,245,2,0,0,1,1,1,0,211,7992,44,20,406
23705,32,94,0,0,60,20,0,0,100,12530,43,22,5
23706,526,41,0,0,15,57,1,0,230,10721,44,17,282
23707,327,120,0,5,9,191,0,0,205,5325,40,14,584
23708,55,41,0,5,16,212,1,0,210,6083,40,18,425
23709,311,41,0,0,19,58,1,1,86,14749,43,19,1220
23710,295,103,0,0,0,68,0,0,208,12219,41,16,655
23711,244,41,0,0,78,223,0,1,206,12352,41,25,600
23712,493,41,0,5,38,46,0,0,190,5771,46,23,517
23713,69,130,0,0,49,183,0,0,240,10595,45,23,521
23714,283,41,0,0,70,135,1,0,145,5636,44,15,264
23715,245,2,19,0,0,240,1,0,244,5270,41,15,1375
23716,283,41,0,0,70,101,0,0,196,4553,46,14,831
23717,231,41,0,0,38,183,0,0,153,7777,44,15,694
23718,493,41,0,0,38,101,0,0,195,6878,41,24,1078
23719,432,41,0,0,38,201,0,0,19,3393,40,15,473
23720,156,114,0,0,21,38,1,1,209,2199,44,23,588
23721,80,67,0,2,0,231,1,0,155,2979,45,24,418
23722,521,41,0,0,12,246,1,0,238,11548,42,15,839
23723,213,41,0,0,27,183,0,0,199,5576,44,15,1292
23724,245,2,16,0,0,0,1,0,145,8453,44,16,875
23725,245,2,0,2,0,0,0,0,181,10088,41,19,1051
23726,244,41,0,0,2,226,1,1,5,15016,40,18,1035
23727,221,41,0,5,16,268,0,0,195,5982,40,19,316
23728,477,41,0,0,1,57,0,0,50,8243,44,19,807
23729,313,41,0,0,38,46,0,0,220,14754,46,22,176
23730,245,2,0,2,0,0,0,0,5,13624,41,21,867
23731,192,41,0,5,27,124,1,0,226,3475,44,19,56
23732,245,2,14,3,0,0,0,0,249,11726,41,14,360
23733,35,39,0,0,27,247,1,1,182,10233,44,17,580
23734,69,130,0,0,49,183,0,0,215,10829,45,14,552
23735,294,98,0,0,38,24,0,0,34,6076,42,20,39
23736,283,41,0,0,70,124,1,0,208,8235,44,22,302
23737,346,41,0,0,18,254,1,1,170,14838,46,23,197
23738,135,41,0,0,0,57,0,0,227,11415,43,23,1390
23739,399,94,0,0,15,90,0,0,170,11094,44,24,1171
23740,35,39,0,5,1,205,0,0,217,8497,40,17,390
23741,306,72,0,0,82,213,0,0,268,18498,44,24,858
23742,392,41,0,0,78,8,1,1,232,16826,46,14,1192
23743,327,120,0,6,0,0,0,0,222,12510,32,4,30
23744,346,41,0,0,12,233,0,1,195,14456,44,24,443
23745,245,2,0,0,0,124,1,1,216,6469,45,25,531
23746,432,41,0,0,1,24,0,0,199,18177,46,17,311
23747,140,138,0,0,52,3,0,0,145,14828,41,16,673
23748,221,41,0,5,15,24,0,0,190,10846,45,17,1377
23749,314,168,0,0,2,217,0,0,44,1831,44,19,158
23750,283,41,0,0,12,252,0,1,60,16440,46,17,68
23751,493,41,0,0,38,101,1,0,195,7019,41,16,534
23752,245,2,0,2,0,35,1,0,195,911,43,23,809
23753,245,2,16,0,0,1,1,0,181,2319,46,23,189
23754,96,41,0,5,1,251,1,0,170,14866,9,3,30
23755,493,41,0,0,38,101,1,0,190,7144,44,25,356
23756,493,41,0,5,38,46,0,0,189,5723,46,19,562
23757,245,2,1,0,0,0,1,0,230,8115,44,24,240
23758,8,50,0,0,1,2,0,0,218,14158,45,25,853
23759,521,41,0,0,11,246,1,0,242,13012,40,19,692
23760,155,106,0,2,0,0,0,0,243,10088,44,18,735
23761,338,83,0,0,4,229,0,0,248,5012,43,20,969
23762,245,2,14,0,0,1,1,0,216,462,41,22,214
23763,295,103,0,0,18,213,0,0,229,5695,40,16,842
23764,32,94,0,0,30,93,1,0,239,16578,44,24,362
23765,327,120,0,0,15,205,0,0,227,1585,44,21,1281
23766,129,41,0,0,18,274,0,0,235,14503,44,14,370
23767,339,147,0,0,6,246,1,0,233,7892,45,17,291
23768,245,2,4,0,0,0,1,0,223,619,41,14,405
23769,344,92,0,0,0,2,1,0,220,2303,45,23,614
23770,221,41,0,5,60,187,0,0,181,17663,45,14,81
23771,493,41,0,5,38,46,0,0,186,5678,41,25,242
23772,221,41,0,5,15,24,0,0,173,10983,44,22,1145
23773,213,41,1,0,15,24,0,1,219,7951,45,18,1167
23774,485,41,0,0,70,232,0,0,223,10274,42,24,1426
23775,32,94,0,0,19,152,0,0,209,1715,41,24,10
23776,283,41,0,0,82,219,0,0,217,10370,46,21,61
23777,226,5,0,2,0,112,0,0,32,2711,41,19,1093
23778,485,41,0,0,21,38,0,0,4,16735,44,25,1414
23779,414,78,0,5,30,261,0,0,229,9271,40,7,788
23780,493,41,0,0,27,79,0,0,186,7930,40,18,1205
23781,245,2,2,0,0,191,0,0,47,5309,45,23,206
23782,245,2,0,0,0,194,1,0,180,5017,41,21,437
23783,283,41,0,0,38,211,0,0,173,5588,45,19,474
23784,493,41,0,0,38,101,0,0,199,6793,43,24,295
23785,415,40,0,6,0,0,1,0,222,16548,46,15,465
23786,521,41,0,0,28,278,1,0,242,14337,42,18,1109
23787,351,94,0,0,8,226,0,0,7,7381,46,22,315
23788,327,120,0,0,8,261,0,1,181,15876,44,20,780
23789,493,41,0,0,38,79,0,0,189,7751,40,18,565
23790,314,168,0,0,27,222,0,0,227,5372,40,21,1287
23791,521,41,0,0,13,255,0,0,11,12520,40,15,629
23792,345,78,0,0,0,216,1,0,181,1629,40,14,1118
23793,221,41,0,5,15,24,0,0,201,12432,44,20,1177
23794,487,41,0,0,2,225,1,0,229,15851,45,15,505
23795,245,2,1,0,27,195,1,1,89,1939,45,19,551
23796,245,2,1,0,0,0,1,0,145,11865,40,18,597
23797,493,41,0,0,38,79,0,0,189,7843,44,16,1237
23798,221,41,0,5,15,24,0,0,190,11206,45,22,1361
23799,283,41,0,0,78,263,0,0,218,15758,45,24,736
23800,327,120,0,0,15,205,0,0,227,1170,45,14,984
23801,245,2,1,0,0,1,0,0,210,5407,40,24,901
23802,415,40,0,6,0,0,0,0,222,14821,45,19,270
23803,392,41,0,0,2,14,1,0,41,16594,41,23,1272
23804,283,41,0,0,11,261,0,0,208,13968,41,25,1436
23805,245,2,14,0,0,216,1,0,181,9929,44,24,431
23806,487,41,0,0,60,205,0,0,180,10191,44,24,265
23807,297,122,0,0,8,239,0,0,215,10385,41,14,1280
23808,273,41,0,0,15,212,1,0,250,11184,44,15,660
23809,221,41,0,0,38,79,1,0,237,2124,45,20,446
23810,35,39,0,0,27,229,1,1,67,9968,44,14,640
23811,245,2,1,0,0,113,1,0,206,124,41,25,201
23812,32,94,0,0,4,249,0,0,215,11380,45,21,1323
23813,416,90,14,0,0,273,1,0,210,79,45,15,327
23814,221,41,0,5,15,24,0,0,177,10821,42,19,102
23815,245,2,0,2,0,112,0,0,16,3744,43,19,183
23816,228,41,0,0,60,101,1,0,227,1543,45,17,472
23817,487,41,0,0,12,232,1,0,218,15017,40,17,1262
23818,21,88,0,0,0,240,1,0,190,1651,45,19,529
23819,493,41,0,0,38,101,0,0,190,6859,42,21,351
23820,245,2,14,0,0,228,0,0,170,3829,40,18,43
23821,163,51,0,0,1,251,0,0,14,7643,46,21,1414
23822,283,41,0,0,70,158,0,0,138,6159,45,24,309
23823,245,2,16,0,0,0,1,0,180,3707,46,24,441
23824,399,94,0,0,49,124,1,0,186,13515,40,21,359
23825,304,41,0,0,78,211,0,0,208,12198,42,17,106
23826,351,94,0,0,13,225,0,0,244,7330,41,15,1245
23827,415,40,0,6,0,0,0,0,222,14777,43,24,614
23828,221,41,0,0,9,282,1,0,186,1337,41,24,165
23829,443,41,0,0,0,13,0,0,260,12284,45,20,191
23830,245,2,1,0,0,216,0,0,207,9069,44,19,578
23831,245,2,1,0,0,112,1,0,231,17727,40,24,400
23832,32,94,0,0,60,230,0,0,262,6310,41,16,1292
23833,166,22,0,5,11,183,0,0,220,468,43,25,363
23834,493,41,0,0,38,101,0,0,195,6818,46,23,562
23835,493,41,0,0,38,79,0,0,189,7719,46,24,1206
23836,245,2,0,2,83,17,1,0,222,8498,42,16,722
23837,517,130,0,0,15,113,0,0,251,9465,41,22,511
23838,321,130,0,0,0,240,0,0,138,1480,32,4,0
23839,32,94,0,2,0,0,0,0,26,10088,40,14,1339
23840,65,54,0,2,0,0,0,0,23,5722,42,20,1309
23841,245,2,17,0,0,194,1,0,237,12148,41,14,260
23842,486,41,0,3,12,225,0,0,223,4703,46,14,101
23843,32,94,0,0,27,212,0,1,238,4180,42,15,758
23844,342,136,0,0,78,222,0,0,222,11298,44,24,496
23845,392,41,0,0,27,276,1,1,232,16464,40,22,1363
23846,283,41,0,0,15,167,0,0,229,3941,40,20,214
23847,245,2,14,3,0,0,0,0,224,15619,44,25,713
23848,283,41,0,0,2,270,0,0,220,18001,45,22,1036
23849,493,41,0,0,38,101,0,0,195,6705,41,16,312
23850,133,5,0,0,38,167,1,0,268,12275,46,14,617
23851,32,94,0,0,82,25,0,0,246,13776,42,20,107
23852,485,41,0,0,82,22,0,1,71,14505,41,21,1400
23853,487,41,0,0,2,217,0,1,224,12568,41,17,379
23854,297,122,0,0,49,210,0,0,217,8629,40,25,223
23855,283,41,0,0,82,227,0,0,222,10577,44,24,1028
23856,345,78,0,0,0,216,1,0,181,1629,40,14,1112
23857,221,41,0,5,78,211,0,0,181,979,43,17,11
23858,32,94,0,0,25,80,0,0,189,16257,41,20,42
23859,217,41,0,0,0,240,0,0,236,5064,41,16,629
23860,22,130,0,5,0,1,1,1,25,13044,40,22,201
23861,477,41,0,0,32,126,1,0,255,2763,42,19,302
23862,192,41,0,5,40,279,1,0,256,14486,46,15,741
23863,266,40,0,0,10,147,1,0,218,18227,46,24,1150
23864,283,41,0,0,12,250,0,1,35,15891,41,16,839
23865,245,2,0,0,0,0,1,0,133,4035,46,17,1019
23866,332,12,0,0,49,90,1,0,235,17210,45,25,625
23867,228,41,0,0,15,2,1,0,210,17748,40,19,232
23868,345,78,0,0,0,216,1,0,181,1629,40,14,1064
23869,344,92,0,2,0,0,0,0,229,10088,45,19,886
23870,245,2,16,3,0,0,0,0,238,11624,44,17,487
23871,221,41,0,5,60,187,0,0,195,17236,45,18,1069
23872,32,94,0,0,28,93,1,0,237,17196,40,23,51
23873,378,108,0,5,0,13,0,0,234,4336,45,25,318
23874,245,2,16,0,0,0,1,0,230,11779,44,24,457
23875,245,2,16,0,4,237,1,0,208,8778,42,18,150
23876,345,78,0,0,0,216,1,0,181,1629,40,14,416
23877,41,5,0,5,15,262,1,0,186,9662,45,22,187
23878,342,69,0,0,70,220,1,0,243,6328,41,23,1051
23879,346,41,0,0,16,247,0,1,249,14722,44,22,1272
23880,289,109,0,0,39,70,0,1,218,18306,40,20,1148
23881,245,2,1,0,0,112,1,0,111,7654,44,24,813
23882,245,2,16,0,0,1,1,0,230,2612,40,16,685
23883,300,156,0,0,11,244,0,0,195,4961,42,22,665
23884,345,78,0,0,0,216,1,0,181,1629,40,14,1064
23885,245,2,1,0,0,262,1,0,205,12369,41,15,492
23886,477,41,0,0,82,223,0,0,221,11621,40,19,506
23887,493,41,0,0,38,101,0,0,186,6526,41,15,423
23888,493,41,0,0,38,79,0,0,189,7714,45,18,161
23889,485,41,0,0,82,232,0,0,233,10030,42,22,226
23890,9,41,0,0,27,187,1,0,2,11561,41,24,29
23891,404,41,0,0,0,251,0,0,177,16487,42,23,837
23892,165,130,0,0,4,210,1,0,211,5869,43,24,362
23893,245,2,0,0,0,216,0,0,240,3188,44,20,274
23894,245,2,0,0,0,0,1,0,67,9643,40,24,319
23895,337,65,0,0,2,219,0,0,260,11129,46,19,62
23896,155,106,0,2,0,0,0,0,217,10088,44,16,1433
23897,155,123,0,2,0,0,0,0,92,10088,42,23,1027
23898,485,41,0,0,23,122,0,0,74,18380,40,16,236
23899,111,45,0,0,78,177,1,0,180,9096,41,19,188
23900,245,2,0,3,0,0,0,0,252,10587,45,18,338
23901,477,41,0,0,15,90,0,0,263,8869,44,19,665
23902,493,41,0,5,38,46,0,0,195,5800,40,14,1423
23903,92,121,0,5,38,35,0,0,201,3770,45,23,340
23904,273,98,0,0,15,35,0,1,234,3932,45,19,681
23905,154,41,0,0,8,187,0,0,216,4888,43,14,595
23906,493,41,0,5,38,46,0,0,196,5758,46,24,1328
23907,392,41,0,0,6,16,1,0,229,750,44,15,393
23908,32,94,0,2,0,0,0,0,232,10088,45,18,1051
23909,32,94,0,0,10,40,0,0,212,13255,44,15,1176
23910,311,41,0,0,78,221,1,0,173,9296,44,22,294
23911,32,41,0,6,0,262,1,0,2,10938,40,14,96
23912,221,41,0,5,15,24,0,0,170,10647,43,20,1139
23913,404,41,0,0,0,251,0,0,177,899,40,16,1101
23914,345,78,0,0,0,216,1,0,181,1629,40,14,428
23915,493,41,0,5,38,46,0,0,229,5744,41,20,488
23916,35,39,0,5,15,135,0,0,252,4139,44,24,40
23917,32,94,0,0,82,26,0,0,181,13742,42,18,21
23918,245,2,0,0,0,216,1,0,182,14133,46,15,227
23919,245,2,18,0,0,216,0,0,182,9346,41,19,407
23920,419,79,0,0,34,39,0,0,31,1447,41,21,1328
23921,342,69,0,0,70,219,1,0,6,5459,45,16,778
23922,245,2,14,0,0,1,0,0,182,15402,40,19,384
23923,221,41,0,5,16,267,0,0,195,5870,42,17,1060
23924,245,2,0,0,0,112,1,0,215,6405,41,15,399
23925,477,41,0,0,82,19,0,1,255,1477,40,22,1016
23926,521,41,0,0,36,39,1,0,232,16085,44,24,254
23927,2,111,0,0,0,216,1,0,2,6511,46,19,285
23928,32,94,0,0,14,20,1,0,208,11613,40,24,38
23929,477,41,0,0,2,224,1,0,221,12311,44,20,834
23930,327,120,0,6,0,0,0,0,222,14790,28,5,30
23931,346,41,0,0,12,233,0,1,201,14355,44,16,211
23932,351,121,0,0,82,199,0,0,212,4591,45,15,1199
23933,345,78,0,0,0,216,1,0,181,1629,40,14,432
23934,245,2,14,0,0,0,1,0,12,5207,44,15,20
23935,392,41,0,0,38,68,0,1,53,1886,45,16,265
23936,116,130,0,0,38,252,1,1,211,15242,43,22,182
23937,221,41,0,5,38,113,0,0,201,14541,44,17,20
23938,392,41,0,0,82,11,1,1,30,17799,43,24,110
23939,32,94,0,2,0,0,0,0,227,10088,46,19,35
23940,289,109,0,0,23,29,0,0,165,16715,41,14,942
23941,404,41,0,0,0,251,0,0,177,9535,45,17,1422
23942,325,41,0,0,0,113,0,0,263,6135,46,23,800
23943,392,41,0,0,60,46,0,0,229,2097,40,19,1051
23944,245,2,0,0,15,112,1,0,161,16193,44,22,335
23945,32,94,0,2,0,0,0,0,218,10088,42,18,1240
23946,493,41,0,0,38,101,0,0,195,7015,45,16,526
23947,485,41,0,0,82,233,0,0,24,10744,42,19,452
23948,165,130,0,0,20,261,0,0,111,16855,45,21,210
23949,245,2,1,0,0,2,1,0,205,4657,46,16,425
23950,237,41,0,0,2,231,1,0,251,15657,42,15,1250
23951,47,41,0,5,27,13,0,0,137,9242,42,24,1154
23952,32,94,0,0,28,76,0,0,217,15711,45,20,1275
23953,327,120,0,2,0,113,0,0,181,2334,41,21,467
23954,245,2,14,0,0,0,1,0,153,1575,40,22,607
23955,192,41,0,0,39,281,0,0,2,13061,45,24,44
23956,116,130,0,0,12,276,1,0,208,13565,41,20,520
23957,477,41,0,0,15,191,0,0,207,2167,44,16,609
23958,493,41,0,0,38,101,0,0,190,6993,45,17,499
23959,295,73,0,2,0,0,0,0,111,10088,46,25,590
23960,283,41,0,0,49,219,0,0,173,7801,46,15,611
23961,32,94,0,0,70,20,0,0,170,12473,46,20,9
23962,485,41,0,0,29,121,0,0,2,18172,45,17,1387
23963,487,41,0,0,60,231,0,0,223,16088,44,25,378
23964,485,41,0,0,4,39,0,0,251,15143,43,17,1415
23965,245,2,17,0,0,112,1,0,237,3511,44,25,1433
23966,403,48,0,0,33,27,0,0,231,16804,41,14,126
23967,245,2,1,0,0,273,1,1,153,707,40,18,283
23968,116,130,0,0,9,267,0,0,165,13452,41,23,336
23969,221,41,0,5,78,211,0,1,195,1279,44,22,1145
23970,345,78,0,0,0,216,1,0,181,1629,40,14,134
23971,245,2,16,0,0,1,0,0,45,4762,45,16,245
23972,392,41,0,0,2,14,1,1,234,17277,44,22,1285
23973,487,41,0,0,70,225,1,1,246,13402,40,22,588
23974,327,120,0,0,15,211,0,0,266,1248,46,14,302
23975,346,41,0,0,9,3,0,0,223,13880,44,19,449
23976,221,41,0,5,16,267,0,0,190,6031,42,22,1109
23977,187,41,0,0,38,68,0,0,209,1210,46,22,801
23978,245,2,1,0,0,0,1,0,262,12877,45,23,234
23979,245,2,14,0,0,216,1,0,138,9221,46,15,860
23980,255,135,0,5,10,195,0,0,226,4203,42,24,1284
23981,415,40,0,6,0,0,0,0,222,14707,41,18,960
23982,485,41,0,0,10,37,1,0,231,15514,41,14,1377
23983,277,94,0,5,0,79,1,0,228,17791,40,14,172
23984,155,118,0,0,15,147,0,0,145,1790,41,24,191
23985,521,41,0,0,36,37,0,1,257,16389,43,24,150
23986,217,41,0,0,0,273,1,0,15,2322,45,21,293
23987,245,2,0,0,0,167,1,0,195,3047,45,25,599
23988,32,67,0,0,14,115,1,0,5,17201,41,23,1137
23989,27,41,0,0,10,224,1,0,221,9273,45,19,1332
23990,213,41,1,0,0,101,1,0,217,2772,44,20,294
23991,204,40,0,5,15,90,1,0,211,14033,45,22,236
23992,487,41,0,0,78,226,0,0,240,15326,43,25,1237
23993,295,96,0,5,38,191,0,0,210,3833,43,16,355
23994,9,41,0,0,15,35,1,0,219,8897,44,25,1377
23995,399,94,0,0,82,191,0,0,45,14027,46,23,420
23996,485,41,0,0,2,233,0,0,238,10046,45,14,310
23997,417,142,0,0,18,237,0,1,264,13726,40,22,567
23998,415,40,0,6,0,0,0,0,222,14623,46,19,506
23999,339,147,0,0,6,245,0,0,215,7395,42,18,1280
24000,493,41,0,0,38,101,0,0,189,6678,41,19,133
24001,221,41,0,5,6,231,0,0,195,2818,45,22,1128
24002,289,109,0,0,22,25,0,0,165,16271,45,25,46
24003,443,41,0,0,0,57,0,0,14,13680,46,18,1385
24004,245,2,1,0,0,194,1,0,237,2055,45,15,673
24005,498,41,0,5,0,0,1,0,205,4021,11,5,0
24006,493,41,0,0,38,124,0,0,180,8043,41,23,500
24007,311,41,0,0,25,153,1,1,86,626,44,16,1302
24008,487,41,0,0,13,231,0,0,228,15081,42,16,226
24009,140,138,0,0,53,3,0,0,145,14170,41,21,925
24010,117,94,0,0,60,124,0,0,180,8525,45,21,593
24011,327,120,0,6,0,0,0,0,222,12249,6,5,30
24012,240,29,0,0,12,242,0,0,228,8967,40,23,363
24013,477,41,0,0,12,257,1,1,243,739,40,24,530
24014,441,41,0,0,27,101,0,0,153,5374,40,18,1239
24015,345,78,0,0,0,216,1,0,181,1629,40,14,128
24016,154,41,0,0,8,187,0,0,40,4882,41,24,633
24017,245,2,0,0,27,240,1,0,207,1564,41,16,1429
24018,392,41,0,0,11,6,0,1,227,239,46,15,278
24019,368,41,0,5,78,167,0,0,201,4323,46,18,367
24020,469,41,0,5,1,216,1,0,165,8297,30,5,0
24021,283,41,0,0,38,219,0,0,173,7886,42,24,257
24022,403,48,0,0,25,16,0,0,196,15723,41,16,186
24023,485,41,0,0,33,114,0,0,254,571,44,25,1386
24024,283,41,0,0,1,211,0,0,210,5729,45,17,227
24025,392,41,0,0,6,34,1,0,223,919,42,20,876
24026,221,41,0,5,1,251,0,0,181,13778,43,20,1410
24027,39,41,0,0,25,11,0,0,229,13716,46,15,1174
24028,477,41,0,0,15,68,0,0,17,10184,44,25,408
24029,493,41,0,5,38,46,0,0,189,6001,46,19,632
24030,221,41,0,0,27,262,0,0,217,6947,42,17,1096
24031,345,78,0,0,0,216,1,0,181,1629,40,14,442
24032,345,78,0,0,0,216,1,0,181,1629,40,14,442
24033,297,122,0,0,12,259,1,0,145,15564,40,15,184
24034,117,94,0,0,60,101,0,0,138,8325,43,18,1073
24035,311,41,0,0,33,103,1,0,82,16925,45,22,1220
24036,221,41,0,5,15,24,0,0,190,10872,42,21,135
24037,379,74,0,0,27,46,0,0,217,12304,41,15,170
24038,392,41,0,0,1,272,1,1,206,17071,45,19,328
24039,297,122,0,0,18,274,0,0,165,17708,44,23,1227
24040,241,130,0,0,38,46,0,0,256,12817,46,23,484
24041,297,122,0,0,49,205,0,0,165,6582,40,15,583
24042,32,94,0,0,0,112,1,0,189,5280,40,15,1430
24043,479,57,0,0,14,246,0,0,211,5336,40,15,1422
24044,283,41,0,0,19,245,0,1,242,14321,40,25,493
24045,345,78,0,0,0,216,1,0,181,1629,40,14,428
24046,46,41,0,5,15,24,0,0,228,7520,42,18,541
24047,342,69,0,0,70,222,1,0,260,5875,41,23,1028
24048,244,41,0,0,29,54,1,1,8,9915,40,15,156
24049,245,2,16,0,0,0,1,0,145,8644,43,16,825
24050,228,41,0,0,38,90,1,0,201,8493,44,25,1296
24051,303,41,0,2,0,1,0,0,57,4037,44,22,172
24052,192,41,0,5,25,250,0,0,161,12072,42,19,207
24053,392,41,0,0,78,205,0,0,24,5989,44,14,946
24054,395,41,0,0,0,262,0,0,100,884,46,15,667
24055,407,121,0,0,15,124,0,1,216,4124,41,13,787
24056,245,2,1,0,0,0,1,0,145,7836,40,25,890
