Id,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label,day,month,hour
17130,springboard,com,0,multipart/alternative,0,9,0,0,63,9752,3,Wed,Sep,9.283333333333333
17131,academia-mail,com,0,multipart/alternative,23,103,0,0,55,43747,1,Mon,May,1.8666666666666667
17132,google,com,0,text/html,4,20,0,0,36,6814,0,Sat,Dec,4.183333333333334
17133,google,com,0,text/html,2,12,0,0,46,4378,0,Tue,May,5.933333333333334
17134,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,4.566666666666666
17135,flipkartletters,com,0,multipart/alternative,37,91,0,0,68,55224,3,Sun,Oct,0.7666666666666667
17136,m,mail.coursera.org,0,multipart/alternative,19,83,0,1,45,57011,3,Mon,Feb,9.633333333333333
17137,na,na,0,text/plain,0,0,1,1,44,3338,0,,Feb,14.633333333333333
17138,iiitd,ac.in,0,multipart/mixed,0,9,1,1,64,2053022,2,Thu,Feb,10.183333333333334
17139,amazon,in,0,multipart/alternative,11,128,0,0,40,67949,3,Sat,Nov,0.2833333333333333
17140,adultfriendfinder,com,0,multipart/alternative,5,38,1,0,68,32792,1,Thu,Mar,9.65
17141,mapbox,com,0,multipart/alternative,12,45,0,0,18,62534,3,Wed,Aug,14.216666666666667
17142,youtube,com,0,multipart/alternative,20,70,0,0,60,51369,1,Mon,Apr,19.75
17143,usebackpack,com,0,multipart/alternative,4,19,0,0,36,26940,0,Mon,Apr,16.95
17144,linkedin,com,0,multipart/alternative,9,41,1,0,107,41342,1,Wed,Mar,1.0
17145,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,3.6333333333333333
17146,topcoder,com,0,multipart/alternative,10,58,0,0,86,82532,0,Sat,Oct,1.9666666666666668
17147,marketing,goindigo.in,0,multipart/alternative,13,69,0,0,54,42249,3,Tue,Aug,11.266666666666667
17148,slack,com,0,multipart/alternative,4,32,0,0,114,17321,0,Mon,Jul,12.383333333333333
17149,na,na,0,multipart/alternative,2,14,1,0,36,11526,2,Thu,Feb,8.183333333333334
17150,flipkartletters,com,0,multipart/alternative,29,78,1,0,72,51609,3,Thu,Nov,8.433333333333334
17151,flipkartpromotions,com,0,text/html,32,85,1,0,35,60246,3,Thu,Jul,1.5
17152,e,linkedin.com,0,multipart/mixed,0,0,0,0,38,4,1,Thu,Nov,6.216666666666667
17153,bookmyshow,email,0,multipart/mixed,0,0,1,0,37,1990000,3,Sat,Jun,12.8
17154,sbi,co.in,0,text/html,1,1,0,0,53,704,0,Wed,Nov,0.16666666666666666
17155,na,na,0,text/plain,0,0,0,0,57,536,0,,Nov,23.85
17156,mailer,netflix.com,0,multipart/alternative,3,31,1,0,26,22666,0,Sat,Oct,3.3
17157,neo4j,com,0,multipart/alternative,16,31,0,1,62,38061,0,Mon,Oct,11.333333333333334
17158,usebackpack,com,0,multipart/alternative,4,19,0,0,39,28409,0,Tue,Sep,9.933333333333334
17159,google,com,0,text/html,2,12,0,0,40,4401,0,Sun,Apr,3.466666666666667
17160,youtube,com,0,multipart/alternative,18,73,1,0,81,61196,1,Sun,May,4.533333333333333
17161,irctc,co.in,0,text/html,12,27,0,0,70,8001,0,Wed,Jul,17.45
17162,mails,travel-makemytrip.com,0,multipart/alternative,12,48,0,0,50,9703,3,Sat,Dec,18.166666666666668
17163,classroom,google.com,0,multipart/alternative,6,13,0,0,29,5563,0,Fri,Nov,4.233333333333333
17164,academia,edu,0,multipart/alternative,4,19,0,0,11,10789,0,Sat,Sep,0.3333333333333333
17165,iiitd,ac.in,3,multipart/alternative,0,0,0,0,11,286,2,Thu,Aug,8.15
17166,quora,com,0,multipart/alternative,2,10,0,0,118,8433,1,Tue,May,8.433333333333334
17167,newsletter,speakingtree.in,0,multipart/alternative,12,62,0,0,59,28587,3,Sat,Feb,11.666666666666666
17168,psycom,net,0,multipart/alternative,1,14,1,0,48,13924,3,Sun,Sep,18.7
17169,usebackpack,com,0,multipart/alternative,4,19,0,0,35,27005,0,Thu,Jul,6.6
17170,twitter,com,0,multipart/alternative,11,33,0,0,57,16428,1,Sun,Feb,12.166666666666666
17171,linkedin,com,0,multipart/alternative,2,19,0,0,104,17290,1,Thu,Jun,21.066666666666666
17172,udacity,com,0,multipart/alternative,12,48,0,0,75,73097,3,Thu,Sep,7.366666666666666
17173,iiitd,ac.in,0,multipart/alternative,2,6,1,0,22,4047,2,Wed,Nov,8.5
17174,amazon,in,0,multipart/alternative,15,157,0,0,51,86496,3,Fri,Mar,0.43333333333333335
17175,na,na,0,text/plain,0,0,0,0,57,522,0,,Mar,10.633333333333333
17176,twitter,com,0,multipart/alternative,17,153,0,0,117,76765,1,Mon,Apr,9.816666666666666
17177,iiitd,ac.in,5,multipart/alternative,0,0,1,0,58,22633,2,Thu,Dec,22.233333333333334
17178,iiitd,ac.in,3,multipart/alternative,0,0,1,0,10,1278,2,Fri,Aug,11.466666666666667
17179,airtable,com,0,multipart/alternative,1,9,0,0,25,10563,0,Wed,Feb,12.1
17180,google,com,0,text/html,20,84,0,0,38,25415,0,Tue,Jun,6.766666666666667
17181,quora,com,0,multipart/alternative,12,120,0,0,60,100988,1,Sun,Apr,2.6
17182,angel,co,0,text/html,3,21,0,0,29,18972,0,Tue,May,10.8
17183,linkedin,com,0,multipart/alternative,18,114,1,0,132,98397,1,Wed,May,1.05
17184,amazon,in,0,multipart/alternative,13,69,0,0,55,46125,0,Tue,Jun,10.2
17185,iiitd,ac.in,0,multipart/alternative,3,9,0,0,38,5690,2,Thu,Feb,8.133333333333333
17186,amazon,in,0,multipart/alternative,2,19,0,0,47,12674,0,Wed,Oct,12.1
17187,linkedin,com,0,multipart/alternative,9,41,0,0,43,41309,1,Wed,Aug,1.2833333333333332
17188,na,na,0,text/plain,0,0,0,0,57,548,0,,Aug,17.2
17189,iiitd,ac.in,4,multipart/related,0,0,0,0,90,717871,2,Tue,Feb,9.316666666666666
17190,researchgatemail,net,0,multipart/alternative,2,21,0,1,31,19271,1,Fri,Jan,6.933333333333334
17191,google,com,0,text/html,2,12,0,0,36,4312,0,Thu,Jan,5.45
17192,iiitd,ac.in,1,multipart/alternative,0,3,1,0,60,8974,2,Fri,Apr,15.333333333333334
17193,signalprocessingsociety,org,0,multipart/alternative,8,61,1,0,82,80163,0,Fri,May,17.5
17194,google,com,0,multipart/alternative,8,22,0,0,55,23099,0,Mon,May,18.016666666666666
17195,msr-cmt,org,0,multipart/alternative,0,6,0,0,20,1487,0,,May,17.75
17196,google,com,0,text/html,4,20,0,0,37,6597,0,Sat,Jan,6.666666666666667
17197,mailer,netflix.com,0,multipart/alternative,5,40,0,0,46,34248,3,Thu,May,7.333333333333333
17198,nvidia,com,0,multipart/alternative,17,81,0,1,32,72915,0,Fri,Apr,11.266666666666667
17199,newsletter,foodpanda.in,0,multipart/alternative,11,33,0,0,15,44354,0,Sat,Jul,10.866666666666667
17200,statebankrewardz,com,0,text/html,7,29,0,0,37,11584,3,Fri,Oct,16.066666666666666
17201,google,com,0,text/html,6,28,0,0,37,8863,0,Tue,Mar,6.166666666666667
17202,mapbox,com,0,multipart/alternative,9,51,0,0,28,46515,3,Mon,Sep,20.233333333333334
17203,cambridge-intelligence,com,0,multipart/alternative,5,44,1,0,56,39260,0,Thu,Dec,0.4166666666666667
17204,amazon,in,0,multipart/alternative,6,65,1,0,66,31148,3,Sun,Mar,5.033333333333333
17205,usebackpack,com,0,multipart/alternative,4,19,0,0,36,26909,0,Wed,Jan,3.2666666666666666
17206,medium,com,0,multipart/alternative,28,168,1,1,153,75498,3,Sun,Feb,6.4
17207,linkedin,com,0,multipart/alternative,22,106,0,0,41,89957,1,Mon,Dec,8.15
17208,topcoder,com,0,multipart/alternative,1,22,1,0,98,33300,0,Wed,May,1.0666666666666667
17209,duolingo,com,0,multipart/alternative,13,28,0,0,134,21783,0,Tue,Jul,10.1
17210,amazon,in,0,multipart/mixed,0,0,0,0,28,4,3,Thu,May,3.25
17211,amazon,fr,0,multipart/alternative,4,93,0,0,245,42843,3,Tue,Dec,15.35
17212,m,mail.coursera.org,0,multipart/alternative,16,73,1,1,52,48760,3,Wed,Jan,0.6666666666666666
17213,hackerrankmail,com,0,multipart/alternative,4,27,0,0,43,29889,0,Fri,Aug,18.383333333333333
17214,iiitd,ac.in,0,multipart/alternative,0,4,0,0,73,1641,0,Thu,Jun,12.566666666666666
17215,hackerearth,com,0,multipart/alternative,3,12,0,1,137,10299,3,Wed,Sep,15.75
17216,na,na,0,text/html,5,24,0,1,19,6360,0,Wed,Aug,5.033333333333333
17217,iiitd,ac.in,6,multipart/alternative,0,3,1,0,35,4498,2,Thu,Apr,16.283333333333335
17218,primevideo,com,0,multipart/alternative,70,218,0,0,28,99437,3,Sat,Dec,8.066666666666666
17219,iiitd,ac.in,2,multipart/alternative,0,1,1,0,54,15827,2,Fri,Mar,10.416666666666666
17220,messages,xoom.com,0,multipart/alternative,9,37,1,0,30,136548,0,Wed,Mar,18.466666666666665
17221,thomascook,in,0,multipart/alternative,27,79,0,0,66,25837,3,Tue,Nov,20.616666666666667
17222,accounts,google.com,0,multipart/related,0,0,0,0,34,64977,0,Tue,Jun,5.9
17223,amazon,in,0,multipart/alternative,15,135,0,0,40,60721,3,Sun,Jul,1.0666666666666667
17224,crm,sdconnect.in,0,multipart/alternative,25,122,0,0,56,23683,3,Fri,Mar,10.333333333333334
17225,iiitd,ac.in,0,multipart/alternative,0,4,0,0,73,1641,0,Thu,Jun,12.566666666666666
17226,iiitd,ac.in,4,multipart/alternative,0,9,1,0,25,6985,2,Wed,Aug,9.583333333333334
17227,iiitd,ac.in,2,multipart/alternative,0,0,1,0,47,2551,2,Fri,Feb,9.033333333333333
17228,twitter,com,0,multipart/alternative,15,75,0,0,34,42880,1,Sat,Jul,17.583333333333332
17229,quora,com,0,multipart/alternative,1,97,1,0,66,81848,1,Tue,Jul,13.35
17230,twitter,com,0,multipart/alternative,15,76,0,0,32,42918,1,Sat,Jun,18.3
17231,usebackpack,com,0,multipart/alternative,4,21,0,0,31,30437,0,Mon,Sep,9.116666666666667
17232,state,gov,0,multipart/mixed,0,6,0,0,42,2469117,0,Tue,Jan,4.7
17233,usebackpack,com,0,multipart/alternative,4,19,0,0,36,27077,0,Thu,Mar,5.85
17234,paytm,com,0,multipart/alternative,42,69,0,0,66,30585,0,Fri,Aug,15.55
17235,imdb,com,0,multipart/alternative,21,104,0,0,40,71022,3,Fri,Oct,23.15
17236,piazza,com,0,multipart/alternative,0,12,0,1,17,2412,0,Tue,Sep,6.566666666666666
17237,e-mail,microsoft.com,0,multipart/alternative,21,171,1,1,43,204408,0,Fri,Mar,12.283333333333333
17238,m,mail.coursera.org,0,multipart/alternative,32,152,1,0,27,97162,0,Mon,Aug,23.166666666666668
17239,amazon,in,0,multipart/alternative,24,221,0,0,44,127640,3,Wed,Oct,0.85
17240,service-airfrance,com,0,multipart/alternative,28,126,1,0,48,108583,0,Sun,Oct,14.05
17241,github,com,1,multipart/alternative,3,21,0,0,59,4196,2,Wed,Jul,9.583333333333334
17242,citruspay,com,0,multipart/mixed,0,0,0,0,62,4,0,Wed,Aug,16.25
17243,udacity,com,0,multipart/alternative,14,39,0,0,48,54566,3,Sat,Mar,11.883333333333333
17244,usebackpack,com,0,text/html,4,13,0,0,46,27834,0,Mon,Jan,1.4
17245,iiitd,ac.in,0,multipart/alternative,0,3,0,0,51,1192,2,Wed,Jun,9.533333333333333
17246,mp1,tripadvisor.com,0,text/html,11,45,1,0,48,79359,3,Sat,May,10.483333333333333
17247,youtube,com,0,multipart/alternative,19,69,0,0,83,59551,1,Fri,Nov,20.466666666666665
17248,usebackpack,com,0,multipart/alternative,4,17,0,0,35,29678,0,Mon,Nov,9.266666666666667
17249,mentor,com,0,multipart/alternative,4,14,0,0,37,6943,3,Wed,Jun,11.216666666666667
17250,na,na,0,text/html,14,30,0,0,42,22735,0,Sat,May,22.616666666666667
17251,linkedin,com,0,multipart/alternative,5,41,0,0,29,29784,1,Tue,Aug,11.433333333333334
17252,iiitd,ac.in,0,multipart/mixed,0,0,0,0,86,4,2,Fri,Sep,12.583333333333334
17253,usief,org.in,0,multipart/alternative,0,21,1,0,27,21469,0,Fri,Jul,1.8333333333333335
17254,usebackpack,com,0,multipart/alternative,4,19,0,0,36,27225,0,Wed,Aug,7.65
17255,usebackpack,com,0,multipart/alternative,4,19,0,0,36,27617,0,Sat,Jan,9.083333333333334
17256,academia-mail,com,0,multipart/alternative,3,28,1,0,84,49745,0,Sun,Oct,0.48333333333333334
17257,hackerearth,co,0,multipart/alternative,5,22,0,0,58,11826,0,Wed,Jul,12.6
17258,indiatimes,com,0,text/html,4,11,1,0,36,5147,0,Mon,Jul,15.7
17259,udacity,com,0,multipart/alternative,12,45,0,0,48,62215,3,Wed,Jan,13.633333333333333
17260,newsletter,speakingtree.in,0,multipart/alternative,12,63,0,0,60,25025,3,Tue,Mar,19.833333333333332
17261,m,mail.coursera.org,0,multipart/alternative,19,123,0,0,46,81226,3,Thu,May,6.05
17262,edm,efinmail.com,0,multipart/alternative,1,7,0,0,139,2975,0,Sat,Mar,6.283333333333333
17263,mails,travel-makemytrip.com,0,multipart/alternative,16,58,0,0,31,16112,3,Wed,Oct,13.283333333333333
17264,amazon,in,0,multipart/mixed,0,0,0,0,31,4,3,Wed,Sep,0.4166666666666667
17265,springboard,com,0,multipart/alternative,9,28,0,0,49,46203,3,Fri,Nov,9.1
17266,mailer,netflix.com,0,multipart/alternative,5,32,0,0,27,26674,0,Wed,Jul,5.45
17267,iiitd,ac.in,2,multipart/related,0,0,0,0,25,4627,2,Fri,Jul,15.433333333333334
17268,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,10.366666666666667
17269,coursera,org,0,multipart/alternative,33,151,0,0,27,100208,0,Mon,Sep,3.95
17270,iiitd,ac.in,2,multipart/alternative,0,24,1,0,57,60701,2,Fri,Apr,14.916666666666666
17271,na,na,0,text/html,0,0,1,0,62,1609,0,,Apr,15.966666666666667
17272,linkedin,com,0,multipart/alternative,7,21,1,0,45,30181,1,Sat,Jul,19.816666666666666
17273,iiitd,ac.in,1,multipart/mixed,0,0,0,0,58,378012,2,Sat,May,16.916666666666668
17274,udacity,com,0,multipart/alternative,15,40,0,0,92,55238,3,Fri,Dec,12.733333333333333
17275,mapbox,com,0,multipart/alternative,7,61,0,0,32,70573,3,Fri,Jan,15.4
17276,na,na,0,text/html,0,2,1,0,71,13463,0,Mon,Jun,10.016666666666667
17277,iiitd,ac.in,1,multipart/alternative,0,0,1,0,27,895,2,Fri,Feb,19.433333333333334
17278,iiitd,ac.in,6,multipart/alternative,0,12,1,0,33,8803,2,Fri,May,21.966666666666665
17279,usebackpack,com,0,multipart/alternative,4,19,0,0,36,26894,0,Fri,Apr,16.85
17280,linkedin,com,0,multipart/alternative,14,71,0,1,40,53102,1,Mon,May,8.233333333333333
17281,iiitd,ac.in,1,multipart/alternative,1,4,0,0,14,2949,2,Thu,Apr,18.566666666666666
17282,youtube,com,0,multipart/alternative,12,52,0,0,69,47061,1,Fri,Oct,6.95
17283,nvidia,com,0,multipart/alternative,10,39,0,1,92,32856,0,Thu,May,10.05
17284,olacabs,com,1,multipart/alternative,8,23,0,0,60,22785,0,Mon,Aug,21.916666666666668
17285,amazon,in,0,multipart/alternative,29,165,0,0,52,76474,3,Wed,Oct,12.25
17286,researchgatemail,net,0,multipart/alternative,4,26,0,1,27,25003,1,Mon,Mar,7.05
17287,iiitd,ac.in,2,multipart/alternative,0,6,1,0,20,4004,2,Thu,Sep,15.55
17288,slack,com,0,multipart/alternative,4,32,0,0,114,16559,0,Sat,Jul,3.8833333333333333
17289,sampark,gov.in,0,text/html,16,33,0,0,39,11846,0,Sun,Oct,9.366666666666667
17290,google,com,0,text/html,8,36,0,1,32,10964,0,Sat,Mar,4.466666666666667
17291,codechef,com,0,multipart/alternative,0,11,0,0,52,4332,0,Sun,Sep,8.5
17292,linkedin,com,0,multipart/alternative,13,76,0,0,45,64730,1,Mon,Jun,8.116666666666667
17293,youtube,com,0,multipart/alternative,7,21,0,0,128,22727,1,Tue,Sep,6.366666666666666
17294,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.066666666666666
17295,virtuosos,in,0,multipart/alternative,1,5,1,1,50,5728,0,Thu,Feb,13.516666666666667
17296,youtube,com,0,multipart/alternative,26,94,1,0,84,67074,1,Tue,May,23.033333333333335
17297,linkedin,com,0,multipart/alternative,4,26,0,0,45,20365,1,Tue,Jun,16.566666666666666
17298,amazon,in,0,multipart/alternative,1,46,1,0,54,17364,0,Tue,Jan,19.866666666666667
17299,iiitd,ac.in,1,multipart/related,0,0,0,0,38,863137,2,Mon,Nov,8.95
17300,redwolf,in,0,multipart/alternative,14,38,0,0,42,7866,3,Tue,Jul,12.3
17301,granular,ai,0,multipart/mixed,0,1,0,0,81,1651,0,Wed,Apr,4.15
17302,na,na,0,text/plain,0,0,0,0,57,530,0,,Apr,10.4
17303,iiitd,ac.in,0,text/plain,0,0,0,0,3,714,2,Wed,Jan,10.25
17304,reply,ebay.in,0,multipart/alternative,37,135,1,0,58,90081,3,Fri,Dec,11.416666666666666
17305,nvidia,com,0,multipart/alternative,17,61,0,1,36,67663,0,Fri,Mar,12.5
17306,granular,ai,0,text/plain,0,0,1,0,39,293,0,Tue,Jan,12.266666666666667
17307,iiitd,ac.in,0,multipart/alternative,0,21,1,0,46,24104,2,Mon,Aug,14.116666666666667
17308,google,com,0,multipart/alternative,4,12,0,0,40,6100,0,Wed,Jul,17.466666666666665
17309,na,na,0,multipart/mixed,11,31,1,0,68,88876,0,,Jul,7.233333333333333
17310,slack,com,0,multipart/alternative,4,32,0,0,113,18502,0,Thu,Aug,13.633333333333333
17311,connect,digitalglobe.com,0,multipart/alternative,6,26,0,0,96,38872,3,Thu,Mar,11.133333333333333
17312,google,com,0,text/html,4,20,0,0,40,6534,0,Tue,May,0.7666666666666667
17313,crazydomains,in,0,multipart/alternative,2,13,0,0,58,35399,0,Fri,Apr,3.533333333333333
17314,kaggle,intercom-mail.com,0,multipart/alternative,4,17,0,1,59,20363,3,Fri,Jul,16.683333333333334
17315,iiitd,ac.in,5,multipart/alternative,0,1,0,0,17,5335,2,Fri,Jan,16.033333333333335
17316,usebackpack,com,0,multipart/alternative,4,19,0,0,31,26905,0,Sun,Sep,9.5
17317,codecademy,com,0,multipart/alternative,0,11,0,1,70,8992,3,Wed,Jun,16.183333333333334
17318,medium,com,0,multipart/alternative,17,125,1,1,173,57281,0,Sun,Jun,6.333333333333333
17319,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,3.7333333333333334
17320,piazza,com,0,multipart/related,0,0,0,0,36,4,0,Wed,Aug,9.3
17321,linkedin,com,0,multipart/alternative,2,34,0,0,45,23109,1,Tue,Jan,7.1
17322,google,com,0,text/html,4,20,0,0,38,6522,0,Thu,Jul,0.9333333333333333
17323,usebackpack,com,0,text/html,4,14,0,0,35,24668,0,Mon,Jul,11.716666666666667
17324,gmail,com,0,multipart/alternative,4,12,0,0,25,5898,0,Wed,Feb,19.45
17325,trello,com,0,multipart/alternative,8,35,1,0,15,20965,3,Mon,Dec,14.283333333333333
17326,twitter,com,0,multipart/alternative,15,127,1,0,81,69211,1,Wed,Apr,8.683333333333334
17327,udacity,com,0,multipart/alternative,6,44,1,0,116,59381,3,Thu,Aug,15.716666666666667
17328,google,com,0,text/html,2,12,0,0,38,4345,0,Wed,Apr,23.966666666666665
17329,internations,org,0,text/html,3,12,1,0,45,24907,1,Fri,Jun,0.6833333333333333
17330,google,com,0,text/html,4,20,0,0,36,6644,0,Sat,Mar,4.633333333333333
17331,iiitd,ac.in,0,multipart/alternative,0,0,1,0,50,7172,2,Mon,Sep,10.216666666666667
17332,coursera,org,0,multipart/alternative,5,25,1,0,63,28869,0,Sun,Aug,10.35
17333,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.3
17334,iiitd,ac.in,0,multipart/alternative,0,0,1,0,33,6237,2,Sat,Sep,10.516666666666667
17335,iiitd,ac.in,0,multipart/alternative,0,17,1,1,62,10567,2,Wed,Sep,15.866666666666667
17336,mailer,netflix.com,0,multipart/alternative,9,41,1,0,63,44354,3,Wed,Dec,1.0833333333333333
17337,email,classmates.com,0,text/html,4,75,0,0,29,64693,3,Tue,Jul,11.783333333333333
17338,quora,com,0,multipart/alternative,1,101,1,0,63,84739,1,Tue,Feb,10.75
17339,iiitd,ac.in,5,multipart/alternative,0,2,1,0,43,3749,0,Thu,Aug,13.316666666666666
17340,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.166666666666666
17341,usebackpack,com,0,multipart/alternative,4,21,0,0,35,30600,0,Mon,Aug,8.033333333333333
17342,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,10.133333333333333
17343,deeplearning,ai,0,multipart/alternative,10,75,1,1,140,73572,3,Wed,May,18.6
17344,airtable,com,0,multipart/alternative,1,10,0,0,119,11934,0,Thu,Jul,16.833333333333332
17345,classroom,google.com,0,multipart/alternative,4,10,0,0,52,4386,0,Sun,Sep,22.35
17346,plus,google.com,0,multipart/alternative,0,20,0,0,60,9980,1,Fri,Feb,14.366666666666667
17347,google,com,0,text/html,20,84,1,0,36,24551,0,Wed,Jun,23.333333333333332
17348,iiitd,ac.in,1,multipart/alternative,0,0,1,0,24,1016,2,Thu,Nov,16.766666666666666
17349,na,na,0,multipart/mixed,12,34,1,0,68,122091,0,,Nov,20.033333333333335
17350,mail,goodreads.com,0,multipart/mixed,0,0,0,0,14,4,1,Thu,May,3.3
17351,spotify,com,0,multipart/alternative,2,16,0,0,22,24674,0,Sat,Jul,10.466666666666667
17352,google,com,0,multipart/alternative,8,26,0,0,93,27557,0,Thu,Apr,14.216666666666667
17353,google,com,0,text/html,4,20,0,0,46,6639,0,Sat,Mar,2.3
17354,kaggle,com,0,multipart/alternative,10,111,0,1,111,114218,3,Tue,Apr,18.266666666666666
17355,github,com,2,multipart/alternative,3,18,0,0,49,3243,2,Tue,Jun,15.7
17356,usebackpack,com,0,text/html,4,14,0,0,34,24653,0,Mon,Sep,9.516666666666667
17357,iiitd,ac.in,0,multipart/alternative,0,0,0,0,13,156,2,Wed,Mar,21.216666666666665
17358,slack,com,0,multipart/alternative,4,32,0,0,116,17883,0,Tue,Aug,15.633333333333333
17359,flipkartpromotions,com,0,text/html,22,57,0,0,52,40029,0,Wed,Apr,1.7333333333333334
17360,newsletter,foodpanda.in,0,multipart/alternative,11,37,0,0,24,37483,0,Fri,Jun,18.333333333333332
17361,news,foodpanda.in,0,multipart/alternative,1,9,0,0,34,2094,0,Fri,Jul,7.033333333333333
17362,mails,travel2-makemytrip.com,0,text/html,9,29,0,0,49,22689,3,Wed,Jan,21.366666666666667
17363,quora,com,0,multipart/alternative,12,120,0,1,64,110350,1,Thu,Oct,12.066666666666666
17364,marketing,goindigo.in,0,multipart/alternative,9,53,1,0,36,40892,3,Fri,Oct,10.433333333333334
17365,plus,google.com,0,multipart/alternative,3,14,0,0,52,5196,1,Mon,Aug,10.85
17366,amazon,in,0,multipart/alternative,14,140,0,0,42,77966,3,Wed,Oct,0.2
17367,amazon,in,0,multipart/alternative,24,145,0,0,42,69231,3,Fri,Sep,0.13333333333333333
17368,mailer,netflix.com,0,multipart/alternative,17,77,0,0,24,74002,3,Sun,Sep,5.083333333333333
17369,m,mail.coursera.org,0,multipart/alternative,26,124,1,0,22,83325,0,Mon,Jun,23.116666666666667
17370,slack,com,0,multipart/alternative,4,32,0,0,116,16592,0,Mon,Aug,13.133333333333333
17371,usebackpack,com,0,multipart/alternative,3,19,0,0,37,26948,0,Mon,Aug,13.066666666666666
17372,quora,com,0,multipart/alternative,14,111,1,0,62,102352,1,Thu,Jan,5.8
17373,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.3
17374,twitter,com,0,multipart/alternative,24,188,0,1,144,86935,1,Thu,May,9.95
17375,iiitd,ac.in,3,multipart/alternative,0,3,1,0,3,1652,2,Mon,Nov,16.116666666666667
17376,iiitd,ac.in,2,multipart/alternative,0,0,1,0,59,10930,2,Mon,Apr,10.716666666666667
17377,centralesupelec,fr,0,multipart/alternative,0,6,1,0,189,10999,2,Wed,Nov,8.133333333333333
17378,youtube,com,0,multipart/alternative,16,65,1,0,83,54373,1,Wed,Nov,16.366666666666667
17379,na,na,0,na,0,2,1,0,113,1735,0,Fri,Nov,18.366666666666667
17380,amazon,in,0,multipart/alternative,24,144,0,0,29,66842,3,Wed,May,9.85
17381,google,com,0,text/html,20,84,0,0,37,24703,0,Fri,May,23.783333333333335
17382,amazon,in,0,multipart/alternative,30,180,1,0,32,81738,3,Thu,Oct,3.7
17383,hackerearth,com,0,multipart/alternative,1,12,0,0,44,17088,0,Thu,Sep,19.616666666666667
17384,iiitd,ac.in,1,multipart/alternative,0,0,1,0,24,468,2,Fri,Dec,18.15
17385,sbi,co.in,0,text/plain,0,0,0,0,57,673,0,Sat,Sep,11.916666666666666
17386,iiitd,ac.in,7,multipart/alternative,1,1,1,0,147,16073,2,Sat,Jun,8.466666666666667
17387,topcoder,com,0,multipart/alternative,49,144,1,0,42,128218,3,Sat,May,4.016666666666667
17388,twitter,com,0,multipart/alternative,30,197,1,1,206,101625,1,Thu,Oct,8.7
17389,reply,ebay.in,0,multipart/alternative,32,133,0,0,56,90669,3,Thu,Mar,9.283333333333333
17390,usebackpack,com,0,multipart/alternative,4,19,0,0,37,27176,0,Sun,Oct,15.316666666666666
17391,angel,co,0,text/html,1,33,1,1,64,33667,3,Thu,Mar,18.083333333333332
17392,statebankrewardz,com,0,text/html,5,6,1,0,37,8211,0,,Mar,16.666666666666668
17393,amazon,in,0,multipart/alternative,29,254,0,0,22,113161,3,Fri,May,12.616666666666667
17394,iiitd,ac.in,0,text/plain,0,0,0,0,6,864,2,Mon,Jan,17.666666666666668
17395,na,na,0,multipart/alternative,6,21,0,0,39,13021,0,Fri,Oct,3.2333333333333334
17396,workast,io,0,multipart/alternative,4,25,0,0,73,28999,0,Mon,Apr,8.0
17397,kotak,in,0,multipart/alternative,11,26,1,0,50,22251,0,Wed,Oct,13.05
17398,sbi,co.in,0,text/html,1,64,0,0,129,6805,0,Sun,Oct,7.866666666666667
17399,usebackpack,com,0,multipart/alternative,4,19,0,0,35,26909,0,Mon,Nov,10.216666666666667
17400,docker,com,0,multipart/alternative,7,31,1,0,60,35981,3,Fri,Sep,7.783333333333333
17401,thefork,com,0,multipart/alternative,7,34,1,0,48,23913,0,Thu,May,21.5
17402,usebackpack,com,0,multipart/alternative,4,19,0,0,39,27620,0,Tue,Sep,13.1
17403,iiitd,ac.in,3,multipart/alternative,5,38,1,0,71,19599,2,Fri,Apr,13.183333333333334
17404,na,na,0,text/plain,0,0,0,0,57,517,0,,Apr,21.5
17405,iiitd,ac.in,0,text/plain,0,1,1,0,26,1168,2,Wed,Mar,13.866666666666667
17406,google,com,0,text/html,10,44,0,0,36,13224,0,Tue,Feb,5.166666666666667
17407,linkedin,com,0,multipart/alternative,16,66,0,1,35,64914,1,Thu,Mar,0.4
17408,usebackpack,com,0,text/html,4,14,0,0,36,24734,0,Sat,Apr,7.083333333333333
17409,iiitd,ac.in,0,multipart/alternative,0,6,1,0,24,2242,2,Wed,Apr,14.983333333333333
17410,usebackpack,com,0,text/html,4,14,0,0,35,24742,0,Sun,Jul,13.766666666666667
17411,e,linkedin.com,0,multipart/mixed,0,0,0,0,29,4,1,Tue,Jun,19.016666666666666
